Index,IPA
4523,।।।।।।।।।।।।
4524,।।।
4525,।।।।।।।।।
4526,।।।।।।।।।।
4527,a
4528,   
4529,।।।।।।।।।।।
4530,a
4531, 
4532,  
4533,।।।।।।।।।।
4534,a
4535,a
4536,<> <>।।
4537,   
4538,", ,"
4539,a
4540,a
4541,a
4542,   
4543,    
4544,< < < < < <
4545,  
4546,   
4547,     
4548,",,,,"
4549,।।।।।।।।।।
4550,   
4551,।।।।।।।
4552, 
4553,""" """
4554,    
4555,   ।
4556,a
4557,।।।।।।।।।।।
4558,।।।।।।।।।।।।
4559,a
4560,।।।।।।।।
4561,।।।।। 
4562,।।।।।।।।।।।।
4563,।।।।।।।।।।।।।।
4564,।।।।।।।।।।।
4565,।।।।।।।।।।।
4566,     
4567,।।।।।
4568,।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।
4569,The  ।।।।।।।।।।।।।।।
4570,।।।।।।।।।।।।
4571,।।।।।।।।।।
4572, ।। 
4573,   
4574,a
4575,    
4576,",  ।।।।।।।।"
4577,।।।।।।।
4578,a
4579,।।।।।।।।।।।
4580,a
4581,a
4582,।।।।।।।।।।।।।
4583,It s It s
4584, 
4585,   
4586,।।।।।।।।।।
4587, 
4588,।।।।।।।।।।।।।।।
4589,।।।।।।।।।।
4590,।।।।।।।।।।।।।।
4591,।।।।।
4592,।।।।।।।।।
4593,।।।।।।।।।।।।
4594,  
4595,।।।।।।।।।।
4596,।।।।।।।।।।।।।
4597,।।।।।।
4598,।।।।।।।।।।।
4599,।।।।।।।।।।
4600,আমি তোমাকে I bout you.
4601,   
4602,  
4603,a
4604,a
4605, 
4606, 
4607,a
4608,ই
4609,a
4610,  
4611, 
4612,।।।।।।।।।।
4613,a
4614,I m I m  
4615,   
4616,   
4617,   
4618,    
4619,।।।।।।।।।।।।
4620,।।।।।।।।।।।।।।
4621,a
4622, 
4623,  
4624, 
4625,েঁ।  
4626,।।।।।।।।।
4627,< < <<<<<
4628, 
4629,  
4630,a
4631,<> <> <>
4632,।।।।।।।।।।।
4633,   
4634,","
4635,a
4636,।<<
4637,।।।।।।।।।।।
4638,।।।।।।
4639,a
4640,"।, মানে,।,"
4641,।।।।।।।।।।।
4642,।।।।।।।।।।।।
4643,a
4644,।।।।।।।।।
4645,   
4646,a
4647,a
4648,আমি আমি। 
4649,   
4650,    
4651,a
4652,     
4653,a
4654, 
4655,।।।।।।।।
4656, 
4657,     
4658,।।।।।।।।।।
4659,a
4660,  
4661,a
4662,","
4663,    
4664,", "
4665, 
4666, 
4667,a
4668,  
4669,  
4670,।।।।।।।।।।।
4671,"- It s ok, - - It s,"
4672,a
4673,    
4674,ি।।।।।।।।
4675,    
4676,   
4677, 
4678,।।।।।।।।।।
4679, 
4680,    
4681,।।।।।।।।।।।।।।
4682,।।।।।।।।।।
4683,।।।।।।।।।।
4684,ত।।।।।।
4685,   
4686,।।।।।।।।।।।।।।।।।
4687,     
4688,।।।।।।।।।।
4689,।।।।।।
4690,।।।।।।।।।।
4691,  
4692, 
4693,।।।।।।।।।।।।।।।।
4694,।।।।।।।।।।।।।।।।।
4695,।।।।।।।।।।
4696,।।।।।।।।।।।।।।
4697,   
4698,a
4699,।।।।।।।।।।।।।।
4700,। ।।।।।।।।।।
4701,", , ,,,"
4702,।।।।।।।।।।।
4703,  
4704,।।
4705, 
4706,  
4707,!!!
4708,।।।।।।।।।।।।।।।।।।
4709,।।।।।।।।।।।
4710,।।।।।।।।।।
4711, 
4712,","
4713,কি?
4714,a
4715,   
4716,।।।।।।।।।
4717,চ 
4718,  
4719,a
4720,।।।।।।।।।।।।।।।
4721,a
4722,।।।।।
4723,"আমার।।।,,,রে।।।।"
4724,।
4725,    
4726,  
4727,I can    
4728,।।।।।।।।।।।।।।।
4729,< < < 
4730,।।।।।।।।
4731,a
4732,a
4733,a
4734,।।।।।।।
4735,a
4736,a
4737,।।।।।।।।।।।।।।
4738,।।।।।।।।।।।
4739,কিন্তু 
4740,  
4741,   
4742,   
4743,  
4744,?
4745,",,,, ,"
4746,?????
4747,   
4748,   
4749,   
4750,।।।।।।।।।।
4751,"Three, or five, ?"
4752,a
4753,  
4754,", ,"
4755,a
4756,  
4757,   
4758,।।।।।।।।।।।।।।
4759,।।।।।।।।।।।।।।
4760,a
4761,।।।
4762, 
4763,a
4764,"I do not use ch,  "
4765,  
4766, 
4767,a
4768,।।।।।।।।।
4769,।
4770,।।।।।।।।।।।।।
4771,।।।।।।।।।।।।।।
4772,   
4773, 
4774,a
4775,।।।।।।।।।।।
4776,।।।।।।।।।
4777,a
4778,a
4779,   
4780,a
4781,   
4782,a
4783,a
4784,I     
4785, ।।।।।।।।।।।
4786,।।।।।।।।।।
4787,।।।।
4788,     
4789,a
4790,<> <> < <
4791,।।।।।।।।।।।।।।।।।
4792,     
4793,।।।।।।।।।
4794,   
4795,    
4796,   
4797,a
4798,।।।।।।।।।।।।।
4799,a
4800,।।।।।।।।।।
4801,<> <> <
4802, 
4803,   
4804,  
4805, 
4806,a
4807,a
4808,a
4809, 
4810,এ? এ?
4811,।।।।।।।।।।।।।।
4812,কিন্তু
4813,a
4814,- - -  
4815,a
4816,",,"
4817,  
4818,  
4819,    
4820,a
4821, 
4822,", , ,"
4823,a
4824,a
4825,।।।।।।।।।।।
4826,।।।।।।।।।।।।।
4827,।।।।।।।।।।।।।
4828,।।।।।।।।।
4829,    
4830,। । ।
4831, 
4832,"I , ।।।  ,,"
4833,","
4834,a
4835,।।।।।।।।।।।
4836,  
4837,   
4838,I m
4839,< < <<<<<
4840,।।।।।।।।।।।
4841,  
4842,   
4843,।।।।।।।।।।।।।
4844,a
4845,?।।।।
4846, ।।।।।।।।।।।।।।
4847,","
4848,।।।।
4849,এ
4850,<<<<<<<
4851,  
4852,   
4853,।।।।।।।।।।
4854,a
4855, 
4856,।।।।।।।।
4857,।।।।।।।।।।।।।।।।।।
4858, 
4859,a
4860,a
4861,< < <। < < <
4862,।।।।।।।।।
4863,।।।।।।।।।।।।
4864,   
4865,   
4866,।।।।।।।।।।
4867,a
4868,a
4869,    
4870,a
4871,a
4872,।।।।।।
4873,।।।।।।।।।
4874,   
4875,<> <> <>
4876,।।।।।।।।।।।।।।।
4877,।।।।।।।।।।।।।।
4878,।।।।।।।।।।।।।।।।।।।
4879,<> <> <<
4880,a
4881,   
4882,< <।।।।।।।।।।।
4883,???
4884,।।।।।।।।।।।।।।।।।
4885,।।।।
4886,a
4887,।।।।।।।।।
4888,।।।।।।।।।।।
4889,।।।।।।।।।।।।।।
4890,।।।।।।।।।।।
4891,।।।।।।।।
4892,a
4893,।।।।।।।।।।।।
4894,।।।।।।।।।।
4895,।।।
4896,।।।।।।।।।।
4897,।।।।।।।
4898,।।।।।।।।।।।।।।
4899,a
4900,a
4901,a
4902,।।।।।।।।।।।।
4903,।।।।।।।।।
4904,।।।।।।।।।।।।।।।।।।
4905,    
4906,।।।।।।।।।।।।
4907,I    
4908,  
4909,I c
4910,a
4911,।।।।।।।।।।।।।।
4912,     
4913, 
4914,  
4915,।।।।।।।।।
4916,a
4917,  
4918,a
4919,।।।।।।।।।।।।
4920,    
4921,     
4922,    
4923,  
4924,a
4925,  
4926,  
4927,।।।।।।।
4928,ছ কিছুই। কিছুই।।
4929,a
4930,???
4931,।।।।।।।।।।।।।
4932,  
4933,",,,,,"
4934,।।।।।।।।।।।।।
4935,কিন্তু 
4936,a
4937,a
4938,  
4939,।।।।।।।।।
4940,    
4941,a
4942, 
4943,a
4944, 
4945,a
4946,"But to you,  "
4947,a
4948,   
4949, 
4950,a
4951,a
4952,।।।।।।।।।।।।
4953,।।।।।
4954,I m 
4955,"- - No, no, youre "
4956,।।।।
4957,।।।।।
4958,।।।
4959,  
4960,I m
4961,   
4962,।।।।।।।।।।।।।।
4963,  
4964,??
4965,   
4966, 
4967, 
4968,।।।।।।।।।
4969, 
4970,a
4971,।।।।।।।।
4972,",,,,,,,।"
4973,  
4974,। । ।।
4975, 
4976, 
4977,    
4978,     
4979,a
4980, 
4981,।
4982,।।।।।।।।।।
4983, 
4984, 
4985,।।।।। 
4986,   
4987,।।।।।।।।।
4988,!!!!!।।।।।
4989,।।।।।।।
4990,   
4991,   
4992,I      
4993,   
4994,।।।।।।।।।।।।।।।
4995,e
4996,", ,"
4997,I    
4998, 
4999,   
5000,  
5001,  
5002,।।।।।।।।।
5003,।।
5004,   
5005,।।।।।।।।।।।।।।।
5006,a
5007,  
5008,।।।।।।।।।।।।।
5009,   
5010,a
5011,a
5012,    
5013,   
5014, 
5015,।।।।।।।।
5016,।।।।।।।।।।
5017,a
5018,  
5019,।।।।।।।।।।।।
5020,  
5021, 
5022,a
5023,।।।।।।।।।।
5024,।।।।।।।।।।।
5025,  
5026,a
5027,।।।।।।।।।।।।
5028,a
5029,।।।।।।।।।।।।।।
5030,  
5031,a
5032,a
5033,।।।।।।।।।।।।
5034,a
5035,।
5036, 
5037,।।।।।।।।।।।।
5038,।।।।।।।।।।
5039,a
5040, 
5041,a
5042,  
5043, 
5044, 
5045,a
5046, 
5047, 
5048,এটা কি? এটা? হ্যাঁ। এটা?
5049,।।।।।।।।।।।।।।
5050,I m  
5051,<> <>। <>। <>। <
5052, 
5053,   
5054,।।।।।।।।।।।।।।।
5055,"কিন্তু, আরও, আরও, কিন্তু, আরও, আরও,, একটা জিনিস।, একটা জিনিস। "
5056,।।।।।।।।।।।।।
5057,   
5058,"<> <>। <>, <>, <>। <> I  "
5059,  
5060,।।।।।।।।।।।।
5061, 
5062,।।।।।।।।।।।।।
5063,।।।।।।।।।।।
5064,।।।।
5065,  
5066,  
5067,  
5068, 
5069,  ।
5070,a
5071,  
5072,a
5073,a
5074,   
5075,a
5076, 
5077,।।।।।।।।।।
5078,a
5079,।।।।।।।।।।।
5080,।।।।।।।।।।।
5081,<
5082,।।।।।।।।।।।।।।
5083,????
5084,।।।।।।।।।।।
5085,।।।।।।।।।
5086,<<<<<<<
5087,।।।।।।।।।।
5088,a
5089,   
5090,<  
5091,","
5092,a
5093,a
5094,  
5095, 
5096,।।।।।।।।।।
5097,।।।।।।।।।।।।।।
5098,a
5099,  
5100,a
5101,  
5102,।।।।।।।।।
5103,"< < < ,, < "
5104,a
5105,a
5106,What? What?
5107,   
5108, 
5109,a
5110,।।।।।।।।।।।।
5111, 
5112,  
5113,  
5114,।।।।।।।।।।
5115, 
5116,     
5117,a
5118,   
5119,।।।।।।।।।।
5120,    
5121,a
5122,     
5123,।।।।।।।।।।
5124,    
5125,", তোমার, তোমার, তোমার, তোমার, তোমার, তোমার, তোমার, তোমার, তোমার, তোমার,"
5126, 
5127,a
5128,<<<<<<<<<<
5129,।।।।।।।।।
5130,"You,"
5131,a
5132,    
5133,a
5134,a
5135,"No, no!"
5136,a
5137,a
5138,I    
5139,"না, না, তুমি যাবা।"
5140,  
5141," ,"
5142,<> < <।।।।।।
5143,a
5144,a
5145,  
5146,।।।।।।।।।।
5147,  
5148,<< < <
5149,।।।।।।।।
5150, 
5151,<> <>। < < < <e
5152, 
5153,।।।।।।।।।।
5154,।।।।।।।।।।
5155,<>
5156,।।।।।।।।
5157,।।।।।।।।।
5158,   
5159,", "
5160,", শান্তি।, ।।"
5161,।।।।।।।।।।
5162,।।।।।।।।
5163,"<> <>, তাইলে?<>।।। <>e"
5164,।।।।।।।।।।।।।
5165,।।।।।।।।।।।।।
5166,    
5167, 
5168,< <<<<<<
5169,।।।।।।।।।।।।।
5170, 
5171,a
5172,না    
5173,।।।।।।।।।।।।।।
5174,।।।।।।।।।।।।।।।।
5175,।।।।।।।।।।।।।
5176,a
5177,<> < < < 
5178,   
5179,।।।।
5180,।।।।।।।।।।
5181, 
5182,a
5183,। 
5184, 
5185,a
5186,।।।।।।।।।।
5187, 
5188,a
5189,a
5190,a
5191,a
5192,a
5193,a
5194, 
5195,a
5196,I m
5197,a
5198,।।।।।।।।
5199,    
5200,"কিন্তু, আমার মনে হয়, I  কিন্তু, ।"
5201,।।।
5202,a
5203,   ।
5204,<> <> <> 
5205,।।।।।।।।।।।।।।
5206,।।।।।।।।।।।
5207,।।।।।
5208,।।।।।।।।।।।।।।
5209,","
5210,a
5211,।।।।।।।।।।।।।।
5212,     
5213,a
5214,।।।।।।।।।।।।।।
5215,  
5216,a
5217,।।।।।।।।।।।।।
5218,।।।।।।।।।।
5219,   
5220,a
5221,।।।।।।।।।।।।।
5222,",,"
5223,।।।।।।।।।।।।।।।।
5224, ।
5225,    
5226,  
5227,  
5228,a
5229,  ।
5230,  
5231, 
5232, 
5233,    
5234,।।।।।।   
5235,a
5236,।।।।।।।।।।।।।।
5237,a
5238,।।।।।।।।।
5239,।।।।।।।।।
5240,a
5241,a
5242,   
5243,<> <
5244,a
5245,   
5246,।।।।
5247,     
5248,",,"
5249,  
5250,। 
5251, 
5252,।।।।।।।।।।
5253,  
5254,   
5255,a
5256,a
5257, 
5258,   
5259,<> < <
5260, ।
5261,।
5262,  
5263,??
5264,I m
5265, ।।।।।।।।।।।।।।।।।
5266, 
5267,   
5268,  
5269,।।।।।।।।।।।
5270,   ।
5271,কিন্তু    
5272,।।।।।।।।।
5273, 
5274, ।
5275,।।।।।।।।।।।।।।
5276,   
5277,   
5278,", ,,"
5279,<> <>।।।।।।।
5280,a
5281,a
5282, 
5283,",,"
5284,a
5285,a
5286,  
5287,   
5288,a
5289,?????
5290, 
5291,", ,"
5292,  
5293,a
5294, 
5295,"কিন্তু, কিন্তু,।"
5296,  
5297, 
5298,    
5299,  
5300,।।।।।।।।।।।।
5301,a
5302,।।।।।।।।।।।।।
5303,।।।।।।।।
5304,      
5305,a
5306,।।।।।।।।।
5307, । । । 
5308,।।।।।।।।।।।
5309,  
5310,   
5311,a
5312,a
5313,<> <>। < < < 
5314,   
5315,a
5316,   
5317, ।।।।।।।।।।।।।।
5318,a
5319,   
5320,  
5321,।।।।।।।।।
5322,।।।।।।।।।।
5323,<>।।।।।।।।।।
5324,a
5325,a
5326,।।।।।।।।।।।
5327, 
5328,   
5329, 
5330, 
5331, 
5332,    
5333,    ।
5334,",।।"
5335,<> < < < <
5336,a
5337,   
5338,।।।।।।।।।।।
5339,a
5340,   
5341,<> <> < < < <
5342,।।।।।।
5343,  
5344,a
5345,a
5346,a
5347,a
5348,।।।।।।।।।।।।।।।।
5349,।।।।।।।।।।।।।।।
5350,a
5351,।।।।।।।।।।।।।।।
5352,    
5353,।। ।
5354,",,,,, "
5355,", এইন্না"
5356,।।।।।।।।।।
5357, 
5358,I m
5359,a
5360,।।।।।।।।।।।।।
5361,", ,, "
5362,।।।।।।।।।।।।।
5363,a
5364,।।।।।।।।।।
5365,a
5366,<>  
5367,<> < 
5368,।।।।।।।।।।।।
5369,।।।।।।।।।।।।।।
5370,a
5371,।।।।।।।।।।।।
5372,<> <>।। <>।।।।।।।।।।।।
5373,।।।।।।।।।।
5374,। <>। <>।।। <>
5375,   
5376,।।।।।।।।।।।
5377,a
5378,।।।।।।।।।।
5379,<> <>। <>।।।।।।।।
5380,। <> < 
5381,<>
5382,a
5383,a
5384,।।।।।।
5385,"কিন্তু, তিনি তা করেননি। কিন্তু, তিনি তা করেননি।"
5386,।।।।।।।।।।।।।।।
5387,   
5388,। 
5389,।।।।।।।
5390,", ,"
5391,  
5392,।।।।।।।।।।।
5393,।।।।।।।।।।।
5394,   
5395,।।।।।।।।।।।।।
5396,।।।।।।।।।।।
5397,।।।।।।।।।।।।।।।
5398,a
5399,।।।।।।।।।।।।
5400, 
5401,   ।
5402,।।।
5403,।।।।।।।।।।।।
5404,  
5405,a
5406,<> 
5407,  
5408,","
5409,  
5410,।।।।।।।।।।।
5411,? ??
5412,",,"
5413,। ।।।।।।।।।।।।।
5414,।।।।।।।।।।।
5415,।।।।।।।।।।।
5416,a
5417,a
5418, 
5419,a
5420, 
5421,","
5422,।।।।।।
5423,।।।।।।।।।।।।।
5424,-
5425,।।
5426,।।।।।।।।।।।
5427,e
5428,   
5429, 
5430, ।।।।।।।।।
5431,।।।
5432, । 
5433,<> <>। <>। <> <
5434,।।।।।।।।
5435,???????
5436,।।।।।
5437,<><><>
5438,।।।।।।।।।
5439,।।।।।।।।।।।
5440,a
5441,।।।।।।।।।।।।।।।
5442,< < <<<<<e
5443,a
5444, 
5445, 
5446,<> <> <>
5447,।।।।।।।।।।।।
5448,<> < <
5449,a
5450,  
5451,nn
5452,।।।।।।।।
5453,।।।।।।।।।।।।
5454,a
5455,।।।।।।।।।।।।।
5456,<> < < <
5457,ই <
5458,a
5459,।।।।।।।।।।।।।
5460,a
5461,a
5462,  
5463,"ইয়ে ইয়ে,"
5464,।।।।।।।।।।
5465, 
5466,।।।।।।।।।।।।।।
5467,।।।।।।।।
5468,a
5469,a
5470,    
5471,।।।।।।।।।।।।
5472,a
5473,।।।।।।।।।।।।।
5474,a
5475,<> < <
5476,a
5477, 
5478,   
5479,a
5480,??
5481,a
5482,।।।।।।।
5483, 
5484, 
5485,।।।।।।।।।।
5486,।।।।।।।।।।
5487,a
5488,a
5489,a
5490,।।।।।।।।।
5491,a
5492,     
5493, ।।
5494, 
5495,।।।।।।।।
5496,a
5497,<> < < 
5498, 
5499,<> < < <
5500,a
5501,। ।
5502, ।
5503,।।।।।।।।।।।।।
5504,  
5505,।।।।।।।।।
5506,    
5507,   
5508,a
5509, 
5510,<> <>। < < 
5511,।।।।।।।
5512,a
5513,  
5514,।<<<<<<<<<<<
5515,  
5516,<><> <>।। <>।। <>। <>
5517,a
5518,",,,,,,"
5519,a
5520,।।।।।।।।।।।।।
5521, 
5522,< < < 
5523,   
5524,।।।।।
5525,।।।।।।।।।।।।।।।
5526,<> <> < 
5527,   
5528,- -। । 
5529,a
5530, 
5531,    
5532,  
5533,",,।।।।।।"
5534,a
5535, ।।
5536,><<<<<<<
5537,।।।।
5538,।।।।।।।।।।
5539,<>
5540,a
5541,।।।।।।।।।।
5542,।।।।।।।।।।।।।
5543,।।।।।।।।।
5544,<> <
5545,  
5546,<> < < <
5547,।।।।।।।।
5548,<> <>।।।।।।।।।।।।
5549,   
5550, 
5551,  
5552,a
5553,    
5554,   
5555, 
5556,That
5557,।।।।।।।।।।।।।
5558,    
5559,।।।।।।।।।
5560, 
5561,।।।।।।।।।
5562,    
5563,।।।।।।।।।।।
5564,  
5565,অরা।।।।।।।।।
5566,", পাকি"
5567,।।।।।।।।।।।।।।
5568,।।।।।।।।।।।
5569,<> <> <>।। <> 
5570,a
5571,।।।।।।।
5572,।।।।।।
5573,<> <<<<
5574,।।।।।।।।।
5575,a
5576,a
5577,।।।।।।।।।।
5578,"কিন্তু কিন্তু, আছে। আছে আছে আছে আছে আছে। কিন্তু, এর জন্য খরচ আছে। কিন্তু, এর জন্য আছে।"
5579, 
5580,<> <>
5581,a
5582,<> <> <
5583,হ্যাঁ। <
5584,a
5585,।।।।।।।।।।।।।
5586, 
5587,।।।।।।।।।।।
5588,   
5589, 
5590,"""It's    "
5591,।।।।।।।।।।।।।।
5592,"""It's     "
5593,<> <>। <>
5594,a
5595,।।।।।।।।।
5596,<>।।।।।।
5597,।।।।।।।।।।।।
5598,  
5599,    
5600,a
5601,a
5602,a
5603,a
5604,।।।।।।।।।।।।।
5605,a
5606,।।।।।।।।।।।।।
5607,।    
5608,a
5609,a
5610,a
5611,। ।
5612,<> <>। <>। <>
5613,  
5614,"না, সময় নেই।"
5615,a
5616,?
5617, 
5618,"কিন্তু, সে-সময়। কিন্তু, তা নয়।"
5619,।।।।।।।।।
5620,   
5621,।।।।।।।।।
5622, ।।।।।।।।।।
5623, 
5624,a
5625,  ।
5626,< < < 
5627,   
5628,<
5629,",,,।"
5630, ।।
5631,।।।।।।।।।।।।।।।।।।
5632,।।।।।।।।।।।।।।।।
5633,",ন।।, এইন।।।।।।।।"
5634,a
5635,    
5636,।।।।।।<<
5637,।।।।।।।।।।।।।
5638,<> <>।। <>
5639,<> <> <> <
5640,।।।।।।।।।।।।।।।।।।।
5641,<>?
5642,   
5643,।।।।।।।।।।।।
5644, । ।
5645,a
5646,a
5647, 
5648,।।।।।।।।।।।
5649,।।।।।।।।।।।।।।
5650,।।।।।।।।।।।।
5651,।।।।।।।।।।।
5652,।।।।।।
5653,কি
5654, 
5655,a
5656,।।।।।।।।।।
5657,।।।।।।।।।
5658,।।।।।।।।।।
5659,?
5660,a
5661,I  
5662,I
5663, ।।।।।।।।।।।।।।।।
5664,a
5665,  
5666,।।।।।।।।।।।।।।।
5667,"।, পয়,,,,"
5668,    
5669,।।।।।।।
5670,।।।।।।।।।।।।।।।।।।
5671,।।।।।।।।।।।।
5672,।।।।।।।।।।
5673,  
5674, 
5675, 
5676, 
5677,<> <>।।।।।।।।।।।।
5678,।।।।।
5679,।।।।।।।।।
5680,a
5681,a
5682,।।।।।।।।।।।
5683,<> <> <> <> <>
5684,   
5685,a
5686,।।।।
5687, 
5688,।।।।।।।।।।
5689,কিন্তু কিন্তু এইডা তো না।
5690,<> <> <>
5691,<>। <>।।।।।।।।।।।
5692,a
5693,।।।।।।।।।।।।।।
5694,a
5695,a
5696,a
5697,< < ?
5698,।।।।।।।।।।
5699,।।।।।।।।।।।।।।
5700,।।।।।।।।।।
5701,a
5702,।।।।।।।।।
5703,a
5704,।।।।।।
5705,",,"
5706,।।।।।।।।
5707,a
5708,a
5709,< <।
5710,<> <>
5711,  
5712,   
5713,।।।।।।।।।।।।।।
5714,a
5715,। ।।।
5716,।।।।।।।।।।।।।।।।।
5717,।।।।।।।।।
5718, 
5719,<> <> <>
5720,<> <>।।।।।।।।
5721,।।।।।।।।।।।
5722,", ,।।।।।।।।"
5723,।।।।।।।।।।।
5724,a
5725,।।।।।।।।।
5726,  
5727,     
5728,  
5729,  
5730,।।।।।।।।।।।।
5731,।।।।।।।।।।
5732,।।।।।।।।।।
5733,।।।।।।।।।।।।।
5734,।।।।।।।।
5735,   
5736,a
5737,   
5738,   
5739,।।।।।।।।।
5740,  ।
5741,", ,"
5742,।।।।।।।।।।।।।
5743,।।।।।।।।।।।।।
5744,ত্তযেযে
5745,<> <>।। <>
5746,    
5747, 
5748,"হ্যাঁ, হ্যাঁ। Yes, he,"
5749,<> <> < < < 
5750, 
5751,< < <
5752,a
5753,That s 
5754,  
5755,।।।।।।।।।
5756,a
5757, 
5758,।।।।।।।।।।।
5759,a
5760,<> < < 
5761,a
5762,a
5763, 
5764,।।।।।।।।।।।।।।।
5765,a
5766,a
5767,a
5768,  
5769,  
5770,a
5771,??
5772,।।।।।।।।।
5773,।।।।।।।।।।।।।।।
5774,।।।।।।
5775,a
5776,।।।।।।।
5777, 
5778, 
5779,।।।।।।।।।।।।।
5780,   
5781,।।।।।।।।।।।।
5782,।।।।।।।।
5783,।।।।।।।।।।
5784,।।।।।।।।।।।
5785,   
5786,a
5787,a
5788,।।।।।।।।।।।
5789,।।।।।।।।।।।।।।
5790,।।।।।।।।।।।।
5791,।।।।।
5792, 
5793,<> < < < 
5794,a
5795,।।।।।।।।।।।।।
5796,  
5797,। <> <
5798,a
5799,a
5800,।।।।।।।।
5801,।।।।।।।।।।।।
5802, 
5803,।।।।।।।।।
5804, 
5805,।।।।।।।।।
5806,।।।।।।।।
5807,   
5808,- -।। 
5809,<> <>
5810,a
5811,।।।।।।।।।।।।।।
5812,   
5813,  
5814, 
5815,  
5816," ,,"
5817,  
5818,।।।।।।।।।।।।।।।
5819,।।।।।।।
5820, 
5821, 
5822,।।।।।।।।।
5823,a
5824,  
5825,a
5826,  
5827,কিন্তু 
5828,।।।
5829,   
5830,a
5831,  
5832,।।।।।।।।।।।
5833, 
5834, 
5835,"কিন্তু, তারা তা করেনি। কিন্তু, তারা তা করেনি।"
5836,।।।।।।।।।।।।।।।
5837,a
5838, 
5839,<> <>। <>।
5840,a
5841,।।।।।।।।।।।।।
5842, 
5843,  
5844,<> <>।।।।।।।।
5845,।।।।।।।।।।
5846,  
5847,<><<<<<<
5848,five b
5849,a
5850,a
5851,।।।।।।।।।।।
5852, 
5853, 
5854,।।।।।।।।।।।।।।
5855,।।।।।।।।।।।
5856, 
5857,।।।।।।।।।।
5858,।।।।।।।।।।।।।।।।
5859, 
5860,।।।।।।।।।।।।
5861, 
5862, 
5863,a
5864,।।।।।।।।।।।।।।
5865,","
5866, 
5867,a
5868, 
5869,  
5870, 
5871,    
5872,।।।।।।।।।।
5873, 
5874,।।।।।।।।।।।
5875,a
5876,","
5877,  
5878,<> < 
5879, 
5880,<> <
5881,।।।।।।।।।।।।
5882,a
5883,।।।।।।।।।।।।।।
5884,  
5885,।।।।।।।।।।।।।।।
5886, ।।।।।।।।।।
5887,a
5888,  
5889,।।।।
5890, 
5891,   
5892,।।।।।।।।।।।।।
5893,<> < < <>
5894,।।।।।।।।।।।।।।।
5895,।।।।।।।।।।।।।।।
5896,।।।।।।।।।।।।।
5897,   
5898,<> <>।।।।।।।।।।।।।।
5899,We do not know.
5900,  
5901,  
5902,। <<<<<<<
5903,   
5904,। <>। <>।।।।।। <> <
5905,a
5906,।।।।।।।।।।।।।।
5907,a
5908,<> <>।।।।।।।।।
5909,<> <> <
5910,।।।।।।।।।।
5911,।।।।।।।।।
5912,।।।।।।।।।।।।।।।
5913, 
5914,",,,,।"
5915,।।।।।।
5916,<> <> <n
5917,।।।।।।।।।
5918,।।।।।।।।।।।।
5919, 
5920,<> <>। <।।।।।।।
5921,।।।।।।।।।।
5922,  
5923,a
5924,।।।।।।।।।।
5925,।।।।।।।।
5926,।।।।।।।।।।
5927,    
5928,।।।।।।।।।।
5929,a
5930,    
5931,  
5932,।।।।।।
5933, 
5934,  
5935,।।।।।।।।।।।
5936,।।।।।।।।।
5937,a
5938,a
5939,।।।।।।।।।।।।।।
5940,a
5941,tub chh 
5942,a
5943,a
5944,a
5945,<<<<<<<
5946,    ।
5947,  
5948,।।।।।।।।।।।।।
5949,a
5950,a
5951,a
5952,<> <<<
5953,  
5954,।।।।।
5955, ্যা।।।।।।।।
5956, 
5957, 
5958,a
5959,????
5960,।।।।।।।।
5961,।।।।।।।।।।।।।
5962, 
5963,   
5964,a
5965,    
5966, 
5967,a
5968,How
5969,"ঁঁঁঁঁঁঁঁ।ঁঁঁঁ।,ঁঁঁ"
5970, 
5971,a
5972,কিন্তু 
5973, ??
5974,",,,,,,,,,, , , ,,"
5975,a
5976,a
5977,<> <> <>।।।।।।।।।।।।।।।
5978,a
5979,।।।।।।।
5980,  
5981,।।।।।।।।।।
5982,।।।।।।।।।
5983,।।।।।।
5984,।।।।।।।।।।
5985,।।।।।।।।।।।।
5986,a
5987,।।।।।।।।।।।।।
5988,।।।।।।।।।।
5989,a
5990,।।।।।।।।।।।
5991,a
5992, 
5993,a
5994,a
5995,।।।।।।।।।।।।।
5996,< < < <
5997,  
5998,।।।।।।।।
5999,।।।।।।।।।।
6000,   
6001, 
6002,।। ।।।।
6003,<>m
6004,।।।।।।।।।।।।।
6005,<> < < <>
6006,। ।।।।।।।।
6007,a
6008, 
6009,",,,"
6010,<> <>
6011,   
6012,a
6013,। <<<<<।
6014,   
6015,।।।।।।।।।।।।।
6016,।
6017,।।।।।।।।।।।।।।।
6018,।।।।।।।।।।
6019,  
6020,","
6021,।।।।।।।।।
6022,a
6023,<> <> <> <>।।।।।।।।।।।।।।
6024,  ।
6025,  
6026,  
6027,।।।
6028,<> <>।।।।।।।।।।
6029, 
6030,a
6031, 
6032, 
6033,   
6034, 
6035,।।।।।।।।।।।
6036,<> < < <
6037, 
6038,না না। । ।।।।।।।
6039,What do you think?
6040,।।।।।।।।।।।।।।
6041,"Yes,  "
6042,।।।।।।।।।।
6043,<> <> <<
6044,   
6045,<> <> <> <
6046,< < <<। <।
6047, 
6048,যে।।।
